58.871841	0.766223	8.896615	8.889810
59.062650	1.249438	2.335450	8.420492
61.050247	2.389886	5.398492	11.572695
78.126836	0.552165	2.974097	10.906602
75.849827	0.582448	6.512871	11.183212
48.435817	2.220680	7.086968	9.133026
48.713072	2.194585	11.851946	10.941157
58.897784	2.051895	3.389469	10.113117
40.751454	2.223358	11.605681	9.290843
71.180696	0.710100	2.444922	9.775893
53.877965	2.193781	2.002344	9.243344
63.596927	0.953371	11.756658	11.390508
71.565909	1.635325	2.017342	11.665225
55.773383	0.697561	10.799856	8.882537
56.519432	1.841643	5.818370	9.664241
72.969431	0.618468	2.618710	9.967975
49.805750	1.841243	6.690662	8.538935
53.978902	0.906693	11.845641	9.415551
49.869779	1.576418	8.624351	8.614380
69.828074	0.631556	4.137573	9.571117
69.845758	1.428950	5.636540	11.462463
45.025107	2.288353	10.323461	9.713205
49.423500	1.449659	9.617807	8.634062
58.274731	1.905263	3.650276	9.731963
56.442634	1.324274	8.980049	9.549900
67.423328	1.532213	5.602813	11.176923
60.122430	1.652406	5.964492	10.040801
46.560319	2.472683	3.701790	8.531495
61.081306	1.237666	5.616885	9.322581
60.804453	1.577262	8.869450	10.888758
52.505688	1.891385	3.144021	8.481605
46.525531	2.484267	2.021560	8.355374
78.205166	0.587119	5.144272	11.344541
61.190729	1.441698	8.753737	10.654100
47.534195	0.860223	11.960537	8.088374
53.112433	0.725740	11.664157	8.795019
55.561270	2.112394	6.883062	10.284573
69.548642	0.567833	7.435965	10.151267
55.993979	0.970050	11.489328	9.778989
53.969789	1.175559	8.583804	8.618709
50.125488	2.327309	5.129746	9.206002
64.155722	1.732946	6.666117	11.185779
59.105475	1.042840	2.701286	8.052713
55.319791	0.960504	10.578262	9.222959
67.138628	1.232983	2.282621	9.997899
65.193722	1.947695	2.625789	11.072030
57.368011	1.133257	4.381384	8.124046
63.990031	0.856857	2.196140	8.608182
60.001968	1.358688	6.473398	9.555868
62.923767	1.699875	7.867815	11.222555
49.533489	2.297129	3.591848	8.758984
61.899622	0.987394	8.620641	9.841022
66.586636	1.008620	7.575350	10.482286
62.458387	0.855276	4.583410	8.622383
69.977238	1.102818	5.032820	10.707670
61.535172	0.626057	5.276041	8.115880
47.959291	1.430547	9.683175	8.328230
44.280452	2.078309	8.439977	8.437372
66.879228	1.322695	5.470028	10.619659
45.348497	2.065832	11.824697	9.997832
71.782489	1.022742	3.663519	10.670410
45.644692	1.515407	11.030139	8.593032
53.911605	2.069384	10.273503	11.031987
60.666573	1.671600	7.241200	10.525214
47.491247	2.330790	10.777508	10.482923
55.745341	1.352049	8.344041	9.245627
51.322585	1.423419	7.415824	8.211243
71.225120	1.436408	6.079125	11.856956
68.469237	1.070395	6.188916	10.600691
42.264815	2.466069	9.078654	9.033539
55.429549	2.270524	8.407005	11.040513
48.490324	2.420421	11.383067	11.130391
58.989207	1.008243	3.137834	8.011247
51.983363	1.360263	9.093122	8.770895
69.871286	0.575351	5.694425	9.773489
57.301114	1.275995	11.471656	10.644190
66.096330	1.563050	5.024881	10.850355
52.492913	1.153492	7.835322	8.033411
41.359162	2.092668	11.277443	9.000783
63.672775	1.800153	8.606013	11.816131
64.366677	1.333483	3.612476	9.801300
61.915612	1.810391	9.867460	11.951239
65.818849	1.171837	5.141288	10.036101
57.460270	0.687493	9.727365	8.759472
56.759243	1.730151	8.722824	10.333904
49.978295	2.278702	5.281923	9.111037
46.274362	2.421740	7.931328	9.356471
59.189326	1.871770	2.846317	9.743435
57.182536	0.859530	10.740767	9.462850
48.789748	1.656901	8.282806	8.443850
66.967004	1.325561	4.684253	10.483367
63.131323	0.523411	4.703531	8.115550
63.001085	2.075732	4.855703	11.223238
53.545496	2.049670	8.824959	10.366038
